T,error,integral,derivada,pwm
50.44,-0.44,119.7,0.0,526.0
50.44,-0.44,119.35,0.0,525.0
50.44,-0.44,119.0,0.0,523.0
50.38,-0.38,118.7,0.08,559.0
50.38,-0.38,118.4,0.0,546.0
50.31,-0.31,118.15,0.08,582.0
50.19,-0.19,118.0,0.16,643.0
50.0,0.0,118.0,0.23,730.0
49.94,0.06,118.05,0.08,731.0
49.81,0.19,118.2,0.16,794.0
49.75,0.25,118.4,0.08,808.0
49.75,0.25,118.6,0.0,797.0
49.75,0.25,118.8,0.0,798.0
49.75,0.25,119.0,0.0,798.0
49.81,0.19,119.15,-0.08,762.0
49.88,0.12,119.25,-0.08,738.0
50.0,0.0,119.25,-0.16,676.0
50.12,-0.12,119.15,-0.16,626.0
50.19,-0.19,119.0,-0.08,612.0
50.25,-0.25,118.8,-0.08,586.0
50.25,-0.25,118.6,0.0,597.0
50.31,-0.31,118.35,-0.08,559.0
50.31,-0.31,118.1,0.0,570.0
50.31,-0.31,117.85,0.0,569.0
50.31,-0.31,117.6,0.0,568.0
50.38,-0.38,117.3,-0.08,530.0
50.5,-0.5,116.9,-0.16,467.0
50.56,-0.56,116.45,-0.08,452.0
50.62,-0.62,115.95,-0.08,425.0
50.69,-0.69,115.4,-0.08,397.0
50.75,-0.75,114.8,-0.08,370.0
50.81,-0.81,114.15,-0.08,342.0
50.88,-0.88,113.45,-0.08,315.0
50.94,-0.94,112.7,-0.08,287.0
50.94,-0.94,111.95,0.0,295.0
50.88,-0.88,111.25,0.08,329.0
50.81,-0.81,110.6,0.08,352.0
50.75,-0.75,110.0,0.08,374.0
50.69,-0.69,109.45,0.08,397.0
50.62,-0.62,108.95,0.08,420.0
50.62,-0.62,108.45,0.0,406.0
50.62,-0.62,107.95,0.0,404.0
50.62,-0.62,106.95,0.0,400.0
50.56,-0.56,106.5,0.08,435.0
50.56,-0.56,106.05,0.0,422.0
50.56,-0.56,105.6,0.0,420.0
50.5,-0.5,105.2,0.08,455.0
50.5,-0.5,104.8,0.0,442.0
50.5,-0.5,104.4,0.0,440.0
50.44,-0.44,104.05,0.08,475.0
50.44,-0.44,103.7,0.0,462.0
50.38,-0.38,103.4,0.08,498.0
50.31,-0.31,103.15,0.08,522.0
50.25,-0.25,102.95,0.08,546.0
50.25,-0.25,102.75,0.0,533.0
50.25,-0.25,102.55,0.0,533.0
50.25,-0.25,102.35,0.0,532.0
50.25,-0.25,102.15,0.0,531.0
50.25,-0.25,101.95,0.0,530.0
50.25,-0.25,101.75,0.0,529.0
50.25,-0.25,101.55,0.0,529.0
50.31,-0.31,101.3,-0.08,491.0
50.25,-0.25,101.1,0.08,539.0
50.25,-0.25,100.9,0.0,526.0
50.25,-0.25,100.7,0.0,525.0
50.25,-0.25,100.5,0.0,524.0
50.25,-0.25,100.3,0.0,524.0
50.19,-0.19,100.15,0.08,560.0
50.19,-0.19,100.0,0.0,547.0
50.12,-0.12,99.9,0.08,584.0
50.12,-0.12,99.8,0.0,572.0
50.19,-0.19,99.65,-0.08,534.0
50.25,-0.25,99.45,-0.08,509.0
50.25,-0.25,99.25,0.0,520.0
50.25,-0.25,99.05,0.0,519.0
50.25,-0.25,98.85,0.0,518.0
50.31,-0.31,98.6,-0.08,480.0
50.31,-0.31,98.35,0.0,491.0
50.31,-0.31,98.1,0.0,490.0
50.31,-0.31,97.85,0.0,489.0
50.38,-0.38,97.55,-0.08,451.0
50.38,-0.38,97.25,0.0,462.0
50.44,-0.44,96.9,-0.08,423.0
50.5,-0.5,96.5,-0.08,397.0
50.5,-0.5,96.1,0.0,407.0
50.56,-0.56,95.65,-0.08,368.0
50.62,-0.62,95.15,-0.08,341.0
50.56,-0.56,94.7,0.08,388.0
50.62,-0.62,94.2,-0.08,338.0
50.62,-0.62,93.7,0.0,347.0
50.62,-0.62,93.2,0.0,345.0
50.62,-0.62,92.7,0.0,343.0
50.56,-0.56,92.25,0.08,378.0
50.56,-0.56,91.8,0.0,365.0
50.5,-0.5,91.4,0.08,400.0
50.5,-0.5,91.0,0.0,387.0
50.5,-0.5,90.6,0.0,385.0
50.5,-0.5,90.2,0.0,383.0
50.5,-0.5,89.8,0.0,382.0
50.5,-0.5,89.4,0.0,380.0
50.44,-0.44,89.05,0.08,415.0
50.44,-0.44,88.7,0.0,402.0
50.44,-0.44,88.35,0.0,401.0
50.38,-0.38,87.75,0.0,424.0
50.31,-0.31,87.5,0.08,459.0
50.31,-0.31,87.25,0.0,447.0
50.25,-0.25,87.05,0.08,482.0
50.19,-0.19,86.9,0.08,507.0
50.12,-0.12,86.8,0.08,531.0
50.12,-0.12,86.7,0.0,519.0
50.12,-0.12,86.6,0.0,519.0
50.12,-0.12,86.5,0.0,519.0
50.19,-0.19,86.35,-0.08,481.0
50.19,-0.19,86.2,0.0,492.0
50.25,-0.25,86.0,-0.08,455.0
50.31,-0.31,85.75,-0.08,429.0
50.38,-0.38,85.45,-0.08,403.0
50.38,-0.38,85.15,0.0,413.0
50.31,-0.31,84.9,0.08,449.0
50.25,-0.25,84.7,0.08,473.0
50.25,-0.25,84.5,0.0,461.0
50.25,-0.25,84.3,0.0,460.0
50.25,-0.25,84.1,0.0,459.0
50.25,-0.25,83.9,0.0,458.0
50.25,-0.25,83.7,0.0,457.0
50.19,-0.19,83.55,0.08,493.0
50.19,-0.19,83.4,0.0,481.0
50.19,-0.19,83.25,0.0,481.0
50.12,-0.12,83.15,0.08,517.0
50.06,-0.06,83.1,0.08,542.0
50.06,-0.06,83.05,0.0,530.0
50.0,0.0,83.05,0.08,566.0
50.0,0.0,83.05,0.0,555.0
50.0,0.0,83.05,0.0,555.0
49.94,0.06,83.1,0.08,592.0
49.94,0.06,83.15,0.0,580.0
49.94,0.06,83.2,0.0,580.0
50.0,0.0,83.2,-0.08,544.0
50.0,0.0,83.2,0.0,555.0
50.06,-0.06,83.15,-0.08,518.0
50.06,-0.06,83.1,0.0,530.0
50.12,-0.12,83.0,-0.08,493.0
50.12,-0.12,82.9,0.0,504.0
50.19,-0.19,82.75,-0.08,467.0
50.19,-0.19,82.6,0.0,478.0
50.19,-0.19,82.45,0.0,477.0
50.19,-0.19,82.3,0.0,477.0
50.19,-0.19,82.15,0.0,476.0
50.25,-0.25,81.95,-0.08,439.0
50.25,-0.25,81.75,0.0,450.0
50.25,-0.25,81.55,0.0,449.0
50.31,-0.31,81.3,-0.08,411.0
50.38,-0.38,81.0,-0.08,385.0
50.38,-0.38,80.7,0.0,395.0
50.38,-0.38,80.4,0.0,394.0
50.38,-0.38,80.1,0.0,393.0
50.38,-0.38,79.8,0.0,392.0
50.38,-0.38,79.5,0.0,391.0
50.38,-0.38,78.9,0.0,388.0
50.38,-0.38,78.6,0.0,387.0
50.44,-0.44,78.25,-0.08,349.0
50.38,-0.38,77.95,0.08,396.0
50.44,-0.44,77.6,-0.08,346.0
50.38,-0.38,77.3,0.08,393.0
50.38,-0.38,77.0,0.0,380.0
50.38,-0.38,76.7,0.0,379.0
50.31,-0.31,76.45,0.08,415.0
50.25,-0.25,76.25,0.08,439.0
50.25,-0.25,76.05,0.0,427.0
50.19,-0.19,75.9,0.08,463.0
50.19,-0.19,75.75,0.0,450.0
50.12,-0.12,75.65,0.08,487.0
50.12,-0.12,75.55,0.0,475.0
50.12,-0.12,75.45,0.0,474.0
50.12,-0.12,75.35,0.0,474.0
50.06,-0.06,75.3,0.08,510.0
50.06,-0.06,75.25,0.0,498.0
50.06,-0.06,75.2,0.0,498.0
50.06,-0.06,75.15,0.0,498.0
50.06,-0.06,75.1,0.0,498.0
50.06,-0.06,75.05,0.0,498.0
50.06,-0.06,75.0,0.0,497.0
50.06,-0.06,74.95,0.0,497.0
50.06,-0.06,74.9,0.0,497.0
50.0,0.0,74.85,0.08,534.0
50.0,0.0,74.85,0.0,522.0
50.0,0.0,74.85,0.0,522.0
50.0,0.0,74.85,0.0,522.0
50.0,0.0,74.85,0.0,522.0
50.0,0.0,74.85,0.0,522.0
50.06,-0.06,74.8,-0.08,485.0
50.06,-0.06,74.75,0.0,496.0
50.12,-0.12,74.65,-0.08,459.0
50.12,-0.12,74.55,0.0,471.0
50.19,-0.19,74.4,-0.08,433.0
50.19,-0.19,74.25,0.0,444.0
50.19,-0.19,74.1,0.0,444.0
50.19,-0.19,73.95,0.0,443.0
50.19,-0.19,73.8,0.0,443.0
50.19,-0.19,73.65,0.0,442.0
50.19,-0.19,73.5,0.0,441.0
50.19,-0.19,73.35,0.0,441.0
50.19,-0.19,73.2,0.0,440.0
50.25,-0.25,73.0,-0.08,403.0
50.25,-0.25,72.8,0.0,414.0
50.25,-0.25,72.6,0.0,413.0
50.25,-0.25,72.4,0.0,412.0
50.25,-0.25,72.2,0.0,411.0
50.19,-0.19,72.05,0.08,447.0
50.25,-0.25,71.85,-0.08,398.0
50.25,-0.25,71.65,0.0,409.0
50.25,-0.25,71.45,0.0,408.0
50.19,-0.19,71.3,0.08,444.0
50.19,-0.19,71.15,0.0,432.0
50.12,-0.12,71.05,0.08,468.0
50.12,-0.12,70.95,0.0,456.0
50.12,-0.12,70.85,0.0,456.0
50.12,-0.12,70.75,0.0,455.0
50.12,-0.12,70.65,0.0,455.0
50.12,-0.12,70.55,0.0,455.0
50.12,-0.12,70.45,0.0,454.0
50.06,-0.06,70.4,0.08,491.0
50.06,-0.06,70.35,0.0,479.0
50.06,-0.06,70.3,0.0,479.0
50.06,-0.06,70.25,0.0,478.0
50.06,-0.06,70.2,0.0,478.0
50.0,0.0,70.2,0.08,515.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
50.0,0.0,70.2,0.0,503.0
49.94,0.06,70.25,0.08,540.0
50.0,0.0,70.25,-0.08,492.0
50.0,0.0,70.25,0.0,503.0
50.0,0.0,70.25,0.0,503.0
50.06,-0.06,70.2,-0.08,467.0
50.06,-0.06,70.15,0.0,478.0
50.06,-0.06,70.1,0.0,478.0
50.12,-0.12,70.0,-0.08,441.0
50.12,-0.12,69.9,0.0,452.0
50.19,-0.19,69.75,-0.08,415.0
50.19,-0.19,69.6,0.0,426.0
50.19,-0.19,69.45,0.0,425.0
50.19,-0.19,69.3,0.0,425.0
50.19,-0.19,69.15,0.0,424.0
50.25,-0.25,68.95,-0.08,387.0
50.25,-0.25,68.75,0.0,397.0
50.25,-0.25,68.55,0.0,397.0
50.31,-0.31,68.3,-0.08,359.0
50.31,-0.31,68.05,0.0,370.0
50.31,-0.31,67.8,0.0,369.0
50.25,-0.25,67.6,0.08,405.0
50.25,-0.25,67.4,0.0,392.0
50.25,-0.25,67.2,0.0,391.0
50.25,-0.25,67.0,0.0,390.0
50.19,-0.19,66.85,0.08,427.0
50.19,-0.19,66.7,0.0,414.0
50.19,-0.19,66.55,0.0,414.0
50.19,-0.19,66.4,0.0,413.0
50.12,-0.12,66.3,0.08,449.0
50.12,-0.12,66.2,0.0,437.0
50.12,-0.12,66.1,0.0,437.0
50.12,-0.12,66.0,0.0,436.0
50.12,-0.12,65.9,0.0,436.0
50.12,-0.12,65.8,0.0,436.0
50.12,-0.12,65.7,0.0,435.0
50.12,-0.12,65.6,0.0,435.0
50.19,-0.19,65.45,-0.08,398.0
50.25,-0.25,65.25,-0.08,372.0
50.25,-0.25,65.05,0.0,383.0
50.31,-0.31,64.8,-0.08,345.0
50.38,-0.38,64.5,-0.08,319.0
50.44,-0.44,64.15,-0.08,292.0
50.44,-0.44,63.8,0.0,303.0
50.5,-0.5,63.4,-0.08,264.0
50.56,-0.56,62.95,-0.08,238.0
50.69,-0.69,61.9,-0.08,183.0
50.69,-0.69,61.35,0.0,193.0
50.75,-0.75,60.75,-0.08,154.0
50.75,-0.75,60.15,0.0,163.0
50.81,-0.81,59.5,-0.08,124.0
50.81,-0.81,58.85,0.0,133.0
50.88,-0.88,58.15,-0.08,93.0
50.88,-0.88,57.45,0.0,102.0
50.88,-0.88,56.75,0.0,99.0
50.88,-0.88,56.05,0.0,97.0
50.88,-0.88,55.35,0.0,94.0
50.88,-0.88,54.65,0.0,91.0
50.88,-0.88,53.95,0.0,800.0
50.88,-0.88,53.25,0.0,85.0
50.88,-0.88,52.55,0.0,83.0
50.81,-0.81,51.9,0.08,117.0
50.81,-0.81,51.25,0.0,102.0
50.75,-0.75,50.65,0.08,137.0
50.75,-0.75,50.05,0.0,123.0
50.69,-0.69,49.5,0.08,157.0
50.69,-0.69,48.95,0.0,143.0
50.62,-0.62,48.45,0.08,178.0
50.56,-0.56,48.0,0.08,201.0
50.56,-0.56,47.55,0.0,188.0
50.5,-0.5,47.15,0.08,223.0
50.44,-0.44,46.8,0.08,246.0
50.44,-0.44,46.45,0.0,233.0
50.31,-0.31,46.2,0.16,306.0
50.31,-0.31,45.95,0.0,281.0
50.31,-0.31,45.7,0.0,280.0
50.25,-0.25,45.5,0.08,316.0
50.19,-0.19,45.35,0.08,341.0
50.19,-0.19,45.2,0.0,328.0
50.19,-0.19,45.05,0.0,328.0
50.12,-0.12,44.95,0.08,364.0
50.12,-0.12,44.85,0.0,352.0
50.06,-0.06,44.8,0.08,388.0
50.06,-0.06,44.75,0.0,376.0
50.06,-0.06,44.7,0.0,376.0
50.06,-0.06,44.65,0.0,376.0
50.06,-0.06,44.6,0.0,376.0
50.06,-0.06,44.55,0.0,376.0
50.06,-0.06,44.5,0.0,375.0
50.12,-0.12,44.4,-0.08,338.0
50.12,-0.12,44.3,0.0,350.0
50.12,-0.12,44.2,0.0,349.0
50.12,-0.12,44.1,0.0,349.0
50.19,-0.19,43.95,-0.08,312.0
50.19,-0.19,43.8,0.0,323.0
50.25,-0.25,43.6,-0.08,285.0
50.25,-0.25,43.4,0.0,296.0
50.25,-0.25,43.2,0.0,295.0
50.31,-0.31,42.95,-0.08,258.0
50.31,-0.31,42.7,0.0,268.0
50.38,-0.38,42.4,-0.08,230.0
50.44,-0.44,42.05,-0.08,204.0
50.44,-0.44,41.7,0.0,214.0
50.44,-0.44,41.35,0.0,213.0
50.44,-0.44,41.0,0.0,211.0
50.5,-0.5,40.6,-0.08,173.0
50.5,-0.5,40.2,0.0,183.0
50.56,-0.56,39.75,-0.08,145.0
50.56,-0.56,39.3,0.0,155.0
50.56,-0.56,38.85,0.0,153.0
50.56,-0.56,38.4,0.0,151.0
50.56,-0.56,37.95,0.0,149.0
50.56,-0.56,37.5,0.0,147.0
50.56,-0.56,37.05,0.0,146.0
50.56,-0.56,36.6,0.0,144.0
50.56,-0.56,36.15,0.0,142.0
50.56,-0.56,35.7,0.0,140.0
50.56,-0.56,35.25,0.0,138.0
50.56,-0.56,34.8,0.0,137.0
50.5,-0.5,34.4,0.08,172.0
50.5,-0.5,34.0,0.0,158.0
50.44,-0.44,33.65,0.08,194.0
50.44,-0.44,33.3,0.0,181.0
50.44,-0.44,32.95,0.0,179.0
50.38,-0.38,32.65,0.08,215.0
50.38,-0.38,32.35,0.0,202.0
50.31,-0.31,32.1,0.08,238.0
50.31,-0.31,31.85,0.0,225.0
50.31,-0.31,31.6,0.0,224.0
50.25,-0.25,31.4,0.08,260.0
50.25,-0.25,31.2,0.0,247.0
50.19,-0.19,31.05,0.08,283.0
50.19,-0.19,30.9,0.0,271.0
50.19,-0.19,30.75,0.0,270.0
50.12,-0.12,30.65,0.08,307.0
50.12,-0.12,30.55,0.0,295.0
50.12,-0.12,30.45,0.0,294.0
50.06,-0.06,30.4,0.08,331.0
50.06,-0.06,30.35,0.0,319.0
50.06,-0.06,30.3,0.0,319.0
50.06,-0.06,30.25,0.0,318.0
50.06,-0.06,30.2,0.0,318.0
50.06,-0.06,30.15,0.0,318.0
50.06,-0.06,30.1,0.0,318.0
50.06,-0.06,30.0,0.0,317.0
50.06,-0.06,29.95,0.0,317.0
50.06,-0.06,29.9,0.0,317.0
50.06,-0.06,29.85,0.0,317.0
50.12,-0.12,29.65,0.0,291.0
50.12,-0.12,29.55,0.0,291.0
50.12,-0.12,29.45,0.0,290.0
50.12,-0.12,29.35,0.0,290.0
50.19,-0.19,29.2,-0.08,253.0
50.19,-0.19,29.05,0.0,264.0
50.19,-0.19,28.9,0.0,263.0
50.25,-0.25,28.7,-0.08,226.0
50.25,-0.25,28.5,0.0,236.0
50.19,-0.19,28.35,0.08,273.0
50.06,-0.06,28.3,0.16,334.0
49.94,0.06,28.35,0.16,384.0
49.88,0.12,28.45,0.08,398.0
49.81,0.19,28.6,0.08,424.0
49.75,0.25,28.8,0.08,449.0
49.69,0.31,29.05,0.08,475.0
49.56,0.44,29.4,0.16,539.0
49.56,0.44,29.75,0.0,516.0
49.5,0.5,30.15,0.08,555.0
49.44,0.56,30.6,0.08,582.0
49.44,0.56,31.05,0.0,572.0
49.38,0.62,31.55,0.08,610.0
49.38,0.62,32.05,0.0,601.0
49.31,0.69,32.6,0.08,640.0
49.25,0.75,33.2,0.08,667.0
49.25,0.75,33.8,0.0,658.0
49.19,0.81,34.45,0.08,697.0
49.19,0.81,35.1,0.0,688.0
49.19,0.81,35.75,0.0,690.0
49.19,0.81,36.4,0.0,693.0
49.19,0.81,37.05,0.0,696.0
49.25,0.75,37.65,-0.08,661.0
49.25,0.75,38.25,0.0,675.0
49.31,0.69,38.8,-0.08,641.0
49.44,0.56,39.25,-0.16,581.0
49.5,0.5,39.65,-0.08,569.0
49.56,0.44,40.0,-0.08,546.0
49.56,0.44,40.35,0.0,559.0
49.62,0.38,40.65,-0.08,523.0
49.69,0.31,40.9,-0.08,499.0
49.75,0.25,41.1,-0.08,475.0
49.75,0.25,41.3,0.0,488.0
49.81,0.19,41.45,-0.08,452.0
49.88,0.12,41.55,-0.08,427.0
49.94,0.06,41.6,-0.08,402.0
50.0,0.0,41.6,-0.08,377.0
50.0,0.0,41.6,0.0,389.0
50.0,0.0,41.6,0.0,389.0
50.0,0.0,41.6,0.0,389.0
50.0,0.0,41.6,0.0,389.0
50.06,-0.06,41.55,-0.08,352.0
50.06,-0.06,41.5,0.0,363.0
50.12,-0.12,41.4,-0.08,326.0
50.12,-0.12,41.3,0.0,338.0
50.06,-0.06,41.25,0.08,374.0
50.06,-0.06,41.2,0.0,362.0
50.12,-0.12,41.1,-0.08,325.0
50.12,-0.12,41.0,0.0,336.0
50.12,-0.12,40.9,0.0,336.0
50.12,-0.12,40.8,0.0,336.0
50.12,-0.12,40.7,0.0,335.0
50.06,-0.06,40.65,0.08,372.0
50.06,-0.06,40.6,0.0,360.0
50.0,0.0,40.6,0.08,397.0
49.94,0.06,40.65,0.08,422.0
49.81,0.19,40.8,0.16,484.0
49.75,0.25,41.0,0.08,498.0
49.69,0.31,41.25,0.08,524.0
49.62,0.38,41.55,0.08,550.0
49.56,0.44,41.9,0.08,577.0
49.56,0.44,42.25,0.0,566.0
49.5,0.5,42.65,0.08,605.0
49.44,0.56,43.1,0.08,632.0
49.44,0.56,43.55,0.0,622.0
49.38,0.62,44.05,0.08,660.0
49.38,0.62,44.55,0.0,651.0
49.38,0.62,45.05,0.0,653.0
49.38,0.62,45.55,0.0,655.0
49.38,0.62,46.05,0.0,657.0
49.31,0.69,46.6,0.08,696.0
49.31,0.69,47.7,0.0,688.0
49.38,0.62,48.2,-0.08,654.0
49.38,0.62,48.7,0.0,667.0
49.38,0.62,49.2,0.0,669.0
49.44,0.56,49.65,-0.08,634.0
49.44,0.56,50.1,0.0,648.0
49.5,0.5,50.5,-0.08,613.0
49.5,0.5,50.9,0.0,626.0
49.56,0.44,51.25,-0.08,591.0
49.69,0.31,51.5,-0.16,530.0
49.75,0.25,51.7,-0.08,518.0
49.81,0.19,51.85,-0.08,493.0
49.81,0.19,52.0,0.0,505.0
49.88,0.12,52.1,-0.08,469.0
50.0,0.0,52.1,-0.16,407.0
50.0,0.0,52.1,0.0,431.0
50.06,-0.06,52.05,-0.08,394.0
50.12,-0.12,51.95,-0.08,369.0
50.25,-0.25,51.75,-0.16,306.0
50.31,-0.31,51.5,-0.08,292.0
50.38,-0.38,51.2,-0.08,266.0
50.38,-0.38,50.9,0.0,276.0
50.44,-0.44,50.55,-0.08,238.0
50.44,-0.44,50.2,0.0,248.0
50.44,-0.44,49.85,0.0,247.0
50.38,-0.38,49.55,0.08,282.0
50.38,-0.38,49.25,0.0,269.0
50.31,-0.31,49.0,0.08,305.0
50.25,-0.25,48.8,0.08,329.0
50.25,-0.25,48.4,0.0,316.0
50.19,-0.19,48.25,0.08,352.0
50.19,-0.19,48.1,0.0,340.0
50.12,-0.12,48.0,0.08,376.0
50.06,-0.06,47.95,0.08,401.0
50.0,0.0,47.95,0.08,426.0
49.94,0.06,48.0,0.08,451.0
49.81,0.19,48.25,0.08,502.0
49.75,0.25,48.45,0.08,528.0
49.69,0.31,48.7,0.08,554.0
49.69,0.31,48.95,0.0,543.0
49.62,0.38,49.25,0.08,581.0
49.56,0.44,49.6,0.08,608.0
49.56,0.44,49.95,0.0,597.0
49.5,0.5,50.35,0.08,636.0
49.44,0.56,50.8,0.08,662.0
49.44,0.56,51.25,0.0,652.0
49.44,0.56,51.7,0.0,654.0
49.44,0.56,52.15,0.0,656.0
49.38,0.62,52.65,0.08,695.0
49.38,0.62,53.15,0.0,685.0
49.44,0.56,53.6,-0.08,650.0
49.44,0.56,54.05,0.0,664.0
49.5,0.5,54.45,-0.08,629.0
49.56,0.44,54.8,-0.08,605.0
49.56,0.44,55.15,0.0,618.0
49.69,0.31,55.4,-0.16,546.0
49.75,0.25,55.6,-0.08,533.0
49.81,0.19,55.75,-0.08,509.0
49.88,0.12,55.85,-0.08,484.0
49.94,0.06,55.9,-0.08,459.0
49.94,0.06,55.95,0.0,471.0
50.0,0.0,55.95,-0.08,435.0
50.06,-0.06,55.9,-0.08,409.0
50.12,-0.12,55.8,-0.08,384.0
50.19,-0.19,55.65,-0.08,358.0
50.25,-0.25,55.45,-0.08,333.0
50.31,-0.31,55.2,-0.08,307.0
50.31,-0.31,54.95,0.0,317.0
50.38,-0.38,54.65,-0.08,279.0
50.44,-0.44,54.3,-0.08,253.0
50.5,-0.5,53.9,-0.08,226.0
50.5,-0.5,53.5,0.0,236.0
50.5,-0.5,53.1,0.0,235.0
50.44,-0.44,52.75,0.08,270.0
50.38,-0.38,52.45,0.08,294.0
50.31,-0.31,52.2,0.08,318.0
50.25,-0.25,52.0,0.08,342.0
50.19,-0.19,51.85,0.08,367.0
50.12,-0.12,51.75,0.08,391.0
50.06,-0.06,51.7,0.08,416.0
50.06,-0.06,51.65,0.0,404.0
50.06,-0.06,51.6,0.0,404.0
50.06,-0.06,51.55,0.0,404.0
50.06,-0.06,51.5,0.0,403.0
50.0,0.0,51.5,0.08,440.0
49.94,0.06,51.55,0.08,465.0
49.88,0.12,51.65,0.08,491.0
49.81,0.19,51.8,0.08,516.0
49.75,0.25,52.0,0.08,542.0
49.69,0.31,52.25,0.08,568.0
49.62,0.38,52.55,0.08,594.0
49.62,0.38,52.85,0.0,584.0
49.56,0.44,53.2,0.08,622.0
49.56,0.44,53.55,0.0,612.0
49.62,0.38,53.85,-0.08,576.0
49.69,0.31,54.1,-0.08,552.0
49.69,0.31,54.35,0.0,565.0
49.69,0.31,54.6,0.0,566.0
49.69,0.31,54.85,0.0,567.0
49.69,0.31,55.1,0.0,568.0
49.69,0.31,55.35,0.0,569.0
49.69,0.31,55.6,0.0,570.0
49.69,0.31,55.85,0.0,571.0
49.69,0.31,56.1,0.0,572.0
49.69,0.31,56.35,0.0,573.0
49.69,0.31,56.6,0.0,574.0
49.69,0.31,56.85,0.0,575.0
49.69,0.31,57.1,0.0,576.0
49.75,0.25,57.3,-0.08,540.0
49.81,0.19,57.45,-0.08,516.0
49.81,0.19,57.6,0.0,528.0
49.81,0.19,57.75,0.0,528.0
49.88,0.12,57.85,-0.08,492.0
49.88,0.12,57.95,0.0,504.0
49.94,0.06,58.0,-0.08,468.0
50.0,0.0,58.0,-0.08,443.0
50.06,-0.06,57.95,-0.08,418.0
50.12,-0.12,57.85,-0.08,392.0
50.19,-0.19,57.7,-0.08,367.0
50.25,-0.25,57.5,-0.08,341.0
50.25,-0.25,57.3,0.0,352.0
50.31,-0.31,56.8,0.0,325.0
50.38,-0.38,56.5,-0.08,287.0
50.44,-0.44,56.15,-0.08,260.0
50.44,-0.44,55.8,0.0,271.0
50.44,-0.44,55.45,0.0,269.0
50.44,-0.44,55.1,0.0,268.0
50.44,-0.44,54.75,0.0,266.0
50.38,-0.38,54.45,0.08,302.0
50.31,-0.31,54.2,0.08,326.0
50.19,-0.19,54.05,0.16,387.0
50.06,-0.06,54.0,0.16,437.0
49.88,0.12,54.1,0.23,524.0
49.81,0.19,54.25,0.08,526.0
49.69,0.31,54.5,0.16,589.0
49.56,0.44,54.85,0.16,640.0
49.5,0.5,55.25,0.08,655.0
49.44,0.56,55.7,0.08,682.0
49.38,0.62,56.2,0.08,709.0
49.38,0.62,56.7,0.0,699.0
49.38,0.62,57.2,0.0,701.0
49.38,0.62,57.7,0.0,703.0
49.38,0.62,58.2,0.0,705.0
49.38,0.62,58.7,0.0,707.0
49.38,0.62,59.2,0.0,709.0
49.44,0.56,59.65,-0.08,674.0
49.5,0.5,60.05,-0.08,651.0
49.56,0.44,60.4,-0.08,627.0
49.62,0.38,60.7,-0.08,604.0
49.44,0.56,61.15,0.23,727.0
49.25,0.75,61.75,0.23,805.0
49.0,1.0,62.55,0.31,920.0
48.94,1.06,63.4,0.08,913.0
48.75,1.25,64.4,0.23,1015.0
48.56,1.44,65.55,0.23,1023.0
48.31,1.69,66.9,0.31,1023.0
48.12,1.88,68.4,0.23,1023.0
47.94,2.06,70.05,0.23,1023.0
47.75,2.25,71.85,0.23,1023.0
47.56,2.44,73.8,0.23,1023.0
47.38,2.62,75.9,0.23,1023.0
47.12,2.88,80.45,0.08,1023.0
47.06,2.94,82.8,0.08,1023.0
46.94,3.06,85.25,0.16,1023.0
46.81,3.19,87.8,0.16,1023.0
46.75,3.25,90.4,0.08,1023.0
46.69,3.31,93.05,0.08,1023.0
46.56,3.44,95.8,0.16,1023.0
46.56,3.44,98.55,0.0,1023.0
46.5,3.5,101.35,0.08,1023.0
46.44,3.56,104.2,0.08,1023.0
46.38,3.62,107.1,0.08,1023.0
46.31,3.69,110.05,0.08,1023.0
46.25,3.75,116.05,0.0,1023.0
46.25,3.75,119.05,0.0,1023.0
46.19,3.81,122.1,0.08,1023.0
46.19,3.81,125.15,0.0,1023.0
46.19,3.81,128.2,0.0,1023.0
46.31,3.69,131.15,-0.16,1023.0
46.56,3.44,133.9,-0.31,1023.0
46.88,3.12,139.0,-0.16,1023.0
47.12,2.88,141.3,-0.31,1023.0
47.38,2.62,143.4,-0.31,1023.0
47.62,2.38,145.3,-0.31,1023.0
47.88,2.12,147.0,-0.31,1023.0
48.12,1.88,148.5,-0.31,1023.0
48.38,1.62,149.8,-0.31,1023.0
48.88,1.12,151.8,-0.31,1023.0
49.12,0.88,152.5,-0.31,1023.0
49.38,0.62,153.0,-0.31,1023.0
49.56,0.44,153.35,-0.23,976.0
50.0,0.0,153.55,-0.31,790.0
50.19,-0.19,153.4,-0.23,726.0
50.44,-0.44,153.05,-0.31,613.0
50.62,-0.62,152.55,-0.23,548.0
50.88,-0.88,151.85,-0.31,433.0
51.06,-1.06,151.0,-0.23,366.0
51.31,-1.31,149.95,-0.31,250.0
51.5,-1.5,148.75,-0.23,182.0
51.69,-1.69,147.4,-0.23,102.0
51.81,-1.81,145.95,-0.16,58.0
51.94,-1.94,144.4,-0.16,2.0
52.06,-2.06,142.75,-0.16,0.0
52.25,-2.25,140.95,-0.23,0.0
52.31,-2.31,139.1,-0.08,0.0
52.38,-2.38,137.2,-0.08,0.0
